Year,Lake,Date.sampled,Julian.Day,Rep,Counted.by,Dent.Adult.M2,Dent.Juv.M2,Dent.Male.M2,Dent.Ephip.M2,Dent.Total.M2,Pulic.Adult.M2,Pulic.Juv.M2,Pulic.Male.M2,Pulic.Ephip.M2,Pulic.Total.M2,Retro.Adult.M2,Retro.Juv.M2,Retro.Male.M2,Retro.Ephip.M2,Retro.Total.M2,Cerio.Adult.M2,Cerio.Juv.M2,Cerio.Male.M2,Cerio.Ephip.M2,Cerio.Total.M2,Dubia.Adult.M2,Dubia.Juv.M2,Dubia.Male.M2,Dubia.Ephip.M2,Dubia.Total.M2,Parv.Adult.M2,Parv.Juv.M2,Parv.Male.M2,Parv.Ephip.M2,Parv.Total.M2,Ambig.Adult.M2,Ambig.Juv.M2,Ambig.Male.M2,Ambig.Ephip.M2,Ambig.Total.M2,Mend.Adult.M2,Mend.Juv.M2,Mend.Male.M2,Mend.Ephip.M2,Mend.Total.M2,Retro.Parv.Adult.M2,Retro.Parv.Juv.M2,Retro.Parv.Total.M2
2014,Woodland,9/5/2014,2014248,1,CDG,0,1290,0,0,1290,0,0,0,0,0,3440,18490.2,0,0,21930.2,6450.1,6020,NA,0,12470.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Woodland,9/19/2014,2014262,1,CDG,1720,573.3,0,0,2293.4,0,0,0,0,0,20210.2,33540.3,0,0,53750.4,9173.4,21500.2,NA,286.7,30960.3,0,0,0,0,0,286.7,573.3,0,0,860,0,0,NA,NA,0,286.7,0,0,0,286.7,NA,NA,NA
2014,Woodland,10/2/2014,2014275,1,CDG,860,860,0,0,1720,0,0,0,0,0,24510.2,35260.3,2580,0,62350.5,18490.2,42570.3,NA,3870,64930.5,0,0,0,0,0,0,1146.7,860,0,2006.7,286.7,0,NA,NA,286.7,0,573.3,0,0,573.3,NA,NA,NA
2014,Woodland,10/16/2014,2014289,1,CDG,2150,1720,0,0,3870,0,0,0,0,0,55040.4,27090.2,3440,0,85570.7,1720,9890.1,NA,3870,15480.1,0,0,0,0,0,860,860,0,0,1720,0,0,NA,NA,0,0,430,0,0,430,NA,NA,NA
2014,Woodland,10/30/2014,2014303,1,CDG,860,0,0,0,860,0,0,0,0,0,30530.2,32680.3,13330.1,2150,78690.6,3010,11610.1,NA,8170.1,22790.2,0,0,0,0,0,860,1720,0,0,2580,0,0,NA,NA,0,430,0,0,0,430,NA,NA,NA
2014,Woodland,11/13/2014,2014317,1,CDG,6020,1290,0,0,7310.1,0,0,0,0,0,23220.2,10320.1,1433.3,1146.7,36120.3,1720,10320.1,NA,6880.1,18920.2,0,0,0,0,0,1075,1290,0,0,2365,1075,215,NA,NA,1290,645,0,0,0,645,NA,NA,NA
2014,Gosling,9/4/2014,2014247,1,CDG,41710.3,75250.6,0,0,116961,0,0,0,0,0,0,0,0,0,0,9030.1,17630.1,NA,0,26660.2,0,0,0,0,0,4300,10320.1,0,0,14620.1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Gosling,9/18/2014,2014261,1,CDG,153511.2,115240.9,430,0,269182.2,0,0,0,0,0,0,0,0,0,0,68227.2,82274,NA,0,150501.2,0,0,0,0,0,11180.1,15193.5,0,0,26373.5,0,286.7,NA,NA,286.7,0,0,0,0,0,NA,NA,NA
2014,Gosling,10/3/2014,2014276,1,CDG,122981,196081.6,8170.1,0,327232.7,0,0,0,0,0,0,0,0,0,0,29526.9,40420.3,NA,0,69947.2,0,0,0,0,0,573.3,6880.1,0,0,7453.4,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Gosling,10/17/2014,2014290,1,CDG,9890.1,19780.2,12900.1,4300,46870.4,0,0,0,0,0,0,0,0,0,0,4730,5160,NA,0,9890.1,0,0,0,0,0,4730,2150,430,0,7310.1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Gosling,10/31/2014,2014304,1,CDG,215,860,215,215,1505,0,0,0,0,0,0,0,0,0,0,430,215,NA,430,1075,0,0,0,0,0,344,516,0,0,860,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Gosling,11/14/2014,2014318,1,CDG,0,1720,430,4730,6880.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,573.3,573.3,0,0,0,0,0,1505,3440,215,0,5160,430,215,NA,NA,645,0,0,0,0,0,NA,NA,NA
2014,Walsh,7/15/2014,2014196,1,KKH,31130.7,88554.1,0,0,119684.7,0,0,0,0,0,0,0,0,0,0,420.7,420.7,NA,0,841.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,7/29/2014,2014210,1,KKH,59316.5,89185.1,0,0,148501.6,0,0,0,0,0,0,0,0,0,0,420.7,1262.1,NA,0,1682.7,0,0,0,0,0,210.3,1262.1,0,0,1472.4,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,8/8/2014,2014220,1,KKH,13882.6,22296.3,0,0,36178.9,0,0,0,0,0,420.7,420.7,0,0,841.4,0,210.3,NA,0,210.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,8/26/2014,2014238,1,KKH,7782.7,9465.4,0,0,17248.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,9/8/2014,2014251,1,KKH,20894,25381.3,0,0,46275.3,0,0,0,0,0,140.2,140.2,0,0,280.5,5328.7,4206.8,NA,0,9535.5,0,0,0,0,0,2243.7,1823,0,0,4066.6,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,9/22/2014,2014265,1,KKH,91709.2,138825.9,0,0,230535.1,0,0,0,0,0,0,0,0,0,0,10937.8,7362,NA,0,18299.8,0,0,0,0,0,2734.4,3786.2,210.3,0,6731,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,10/6/2014,2014279,1,KKH,75162.3,112463,5048.2,0,192673.5,0,0,0,0,0,280.5,0,0,0,280.5,7011.4,6450.5,NA,0,13461.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,10/21/2014,2014294,1,KKH,27344.5,11358.5,6310.3,2103.4,47116.7,0,0,0,0,0,0,0,0,0,0,420.7,1262.1,NA,0,1682.7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Walsh,11/3/2014,2014307,1,KKH,16827.4,6731,14303.3,10937.8,48799.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,7/15/2014,2014196,1,KKH,6450.5,9535.5,0,0,15986,0,0,0,0,0,7993,16406.7,0,0,24399.7,31130.7,19772.2,NA,0,50902.8,0,0,0,0,0,7151.6,13461.9,0,0,20613.5,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,7/29/2014,2014210,1,KKH,3786.2,9675.7,0,0,13461.9,0,0,0,0,0,22296.3,39544.3,0,0,61840.6,1963.2,1121.8,NA,0,3085,0,0,0,0,0,3786.2,6731,0,0,10517.1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,8/8/2014,2014220,1,KKH,12901,14022.8,0,0,26923.8,0,0,0,0,0,39544.3,75723.2,0,0,115267.6,560.9,1121.8,NA,0,1682.7,0,0,0,0,0,6731,17668.8,0,0,24399.7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,8/26/2014,2014238,1,KKH,8413.7,10937.8,0,0,19351.5,0,0,0,0,0,10517.1,10096.4,0,0,20613.5,0,280.5,NA,0,280.5,0,0,0,0,0,1402.3,280.5,0,0,1682.7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,9/8/2014,2014251,1,KKH,15565.3,11779.2,0,0,27344.5,0,0,0,0,0,18930.8,27765.2,0,0,46696,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,9/22/2014,2014265,1,KKH,21454.9,26082.4,0,0,47537.4,0,0,0,0,0,25661.8,18089.4,0,0,43751.2,841.4,0,NA,0,841.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,10/6/2014,2014279,1,KKH,6310.3,23137.6,2944.8,0,32392.7,0,0,0,0,0,30710,97178.1,420.7,0,128308.8,1963.2,4206.8,NA,0,6170,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,10/21/2014,2014294,1,KKH,4627.5,7993,6310.3,1262.1,20192.9,0,0,0,0,0,13461.9,11498.7,4487.3,0,29447.9,1472.4,841.4,NA,210.3,2524.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Mill,11/3/2014,2014307,1,KKH,2243.7,0,2243.7,1121.8,5609.1,0,0,0,0,0,21454.9,24820.4,6310.3,6310.3,58895.8,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Sullivan,7/25/2014,2014206,1,KKH,18089.4,24399.7,0,0,42489.1,1682.7,1851,0,0,3533.8,0,0,0,0,0,0,168.3,NA,0,168.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Sullivan,8/5/2014,2014217,1,CDG,31130.7,38703,0,0,69833.6,560.9,1682.7,0,0,2243.7,0,0,0,0,0,1682.7,1121.8,NA,0,2804.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
2014,Sullivan,8/21/2014,2014233,1,CDG,17248.1,29027.2,0,0,46275.3,420.7,631,0,0,1051.7,0,0,0,0,0,1051.7,3786.2,NA,0,4837.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA
